"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","main_genres"
34,"1975-07-05","Philadelphia Freedom","The Elton John Band",1,18,17,28,1,53,1975,7,27,"0PCqVDtuLBK151lUataXgS","0t5ZgCjZ5410Bpi4ecfAW7",NA,0.58,0.586,3,-11.505,1,0.0342,0.0486,0.722,0.105,0.761,127.336,"rock"
17,"1975-08-02","Love Will Keep Us Together","Captain & Tennille",1,16,15,13,1,98,1975,8,31,"4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock",0.621,0.788,4,-4.326,1,0.0314,0.354,0,0.305,0.926,129.62,"indie_alt, rock"
3,"1975-09-27","Rhinestone Cowboy","Glen Campbell",1,18,17,2,1,81,1975,9,39,"0VwTeYNjcl30DyQlt3GPe0","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, country rock, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,"classic_folk, country, world_regional, pop, rock, indie_alt, other"
41,"1975-11-08","Fame","David Bowie",1,20,19,31,1,90,1975,11,45,"1PehfITh0TTRx3LkDdV4h3","0oSGxfWSnnOXhD2fKuz2Gy","art rock, classic rock, glam rock, permanent wave, rock",0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,"rock, pop, soul_funk"
22,"1976-04-10","Love Machine (Part 1)","The Miracles",1,25,24,22,1,90,1976,4,15,"28WMPttAOsyV90WNiMXESa","6TqQLejnHXMGr7KcegxUND","classic soul, disco, motown, quiet storm, rhythm and blues, soul, southern soul",0.822,0.92,2,-10.68,1,0.0414,0.0256,0.000981,0.2,0.503,140.713,"soul_funk, pop, electronic_dance, r&b_reggae, jazz_blues"
25,"1976-05-08","December, 1963 (Oh, What a Night)","The 4 Seasons",1,20,19,16,1,85,1976,5,19,"1hQFF33xi8ruavZNyovtUN","6mcrZQmgzFGRWf7C0SObou","adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,"classic_folk, pop, r&b_reggae, soul_funk, rock"
99,"1976-07-03","Boogie Fever","The Sylvers",1,21,20,49,1,99,1976,7,27,"3FZB0xezeoc1ddx72eg7iF","0efkWb9xKhT6H0E7kgSjFK","classic soul, disco",0.917,0.823,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,"soul_funk, pop, electronic_dance"
21,"1976-07-10","Love Hangover","Diana Ross",1,15,14,18,1,78,1976,7,28,"4UqPeeSyRt59KZmC0aA2Ni","3MdG05syQeRYPPcClLaUGl","adult standards, disco, motown, quiet storm, soft rock, soul",0.508,0.669,1,-10.34,1,0.0377,0.24,0.0154,0.0523,0.878,112.436,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock"
11,"1976-08-28","Kiss And Say Goodbye","The Manhattans",1,20,19,8,1,99,1976,8,35,"0rHiGIRASJq8snJGFJMpnI","1DpIDwg8FGD50N9Tfunfsf","classic soul, disco, funk, motown, philly soul, quiet storm, soul",0.645,0.42,10,-10.09,1,0.0624,0.555,0,0.125,0.583,129.084,"soul_funk, pop, electronic_dance, r&b_reggae"
2,"1976-10-16","A Fifth Of Beethoven","Walter Murphy & The Big Apple Band",1,21,20,1,1,80,1976,10,42,"2CDNjonGoGIrfGzAdhbOAF","4lV03GuqGJiQnIjkCyzvgS",NA,0.718,0.669,5,-7.283,0,0.0446,0.176,0.822,0.0581,0.824,108.856,"electronic_dance"
23,"1976-12-11","Disco Duck (Part I)","Rick Dees & His Cast Of Idiots",1,18,17,13,1,89,1976,12,50,"228zFuZa0mLINFkwiJlMSu","1NXHmX8Ce3PgDrEixLWBSS",NA,0.652,0.803,6,-9.231,0,0.11,0.0304,0.166,0.068,0.829,119.219,"r&b_reggae"
23,"1977-02-05","You Don't Have To Be A Star (To Be In My Show)","Marilyn McCoo & Billy Davis, Jr.",1,22,21,18,1,90,1977,2,6,"2JurHS80N98Yt3CdIBYz9M","7EtMpozS5ZnYNGscQDol17",NA,0.475,0.556,6,-8.388,0,0.0321,0.312,0,0.216,0.917,200.033,"r&b_reggae"
38,"1977-03-12","Car Wash","Rose Royce",1,21,20,19,1,86,1977,3,11,"2pbWkjtGtjkzBdZ95GFINm","1OxJzMLmR9l5zPLap9OxuO","classic soul, disco, funk, motown, post-disco, quiet storm, soul, southern soul",0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,"soul_funk, pop, electronic_dance, r&b_reggae"
50,"1977-04-02","Blinded By The Light","Manfred Mann's Earth Band",1,20,19,29,1,95,1977,4,14,"7kNNylJ1kswWbHeRM6UDuE","2utNxkLhreF1oIfO8kQT3q","album rock, art rock, blues rock, british blues, classic rock, folk rock, hard rock, heartland rock, mellow gold, progressive rock, soft rock, symphonic rock",0.456,0.696,5,-10,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,"rock, jazz_blues, world_regional, classic_folk, indie_alt"
33,"1977-04-09","Torn Between Two Lovers","Mary Macgregor",1,21,20,16,1,87,1977,4,15,"0uSrLvAGZPVkO2DgCj6DfC","6GlDsAkQHOmNgtUZdJ4Amq",NA,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,"rock"
18,"1977-04-23","Dancing Queen","ABBA",1,20,19,6,1,86,1977,4,17,"0GjEhVFGZW8afUYGChu3Rr","0LcJLqbBmaGUft1e9Mm8HV","europop, swedish pop",0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,"pop, world_regional"
57,"1977-05-14","Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",1,23,22,31,1,72,1977,5,20,"2IcqY68BxP1ONPi3ME6aje","7jmTilWYlKOuavFfmQAcu6","adult standards, operatic pop, soft rock",0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,"classic_folk, pop, rock"
100,"1977-06-04","Rich Girl","Daryl Hall John Oates",1,20,19,77,1,100,1977,6,23,"0qRR9d89hIS0MHRkQ0ejxX","77tT1kLj6mCWtFNqiOmP9H","album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,"rock, indie_alt, other"
32,"1977-06-11","Southern Nights","Glen Campbell",1,18,17,18,1,96,1977,6,24,"7kv7zBjMtVf0eIJle2VZxn","59hLmB5DrdihCYtNeFeW1U","adult standards, arkansas country, classic country pop, country rock, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,"classic_folk, country, world_regional, pop, rock, indie_alt, other"
29,"1977-07-09","I'm Your Boogie Man","KC And The Sunshine Band",1,20,19,29,1,84,1977,7,28,"6mjlbRIgMTf2nqY0kq1rOJ","3mQBpAOMWYqAZyxtyeo4Lo","disco, mellow gold, new wave pop, soft rock, soul",0.753,0.753,5,-13.023,0,0.0436,0.0144,4.43e-05,0.0711,0.913,113.068,"pop, soul_funk, electronic_dance, indie_alt, rock"
14,"1977-08-06","Undercover Angel","Alan O'Day",1,19,18,15,1,98,1977,8,32,"1DgW5aYMFM5mAXh7OAoLQe","63f6RFsOlwDMnAuDwjB58Y",NA,0.673,0.662,5,-7.021,1,0.04,0.226,0,0.121,0.725,98.564,"pop"
6,"1977-09-24","I Just Want To Be Your Everything","Andy Gibb",1,23,22,1,1,88,1977,9,39,"5EdlwzcgIAYs2HGvOnczPN","4YPqbAiLzBg5DIfsgQZ8QK","disco, mellow gold, soft rock",0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,"pop, soul_funk, electronic_dance, indie_alt, rock"
52,"1977-11-26","I Honestly Love You","Olivia Newton-John",2,19,3,63,1,100,1977,11,48,"2kCIwSz0JoYQPrT4Ykr1MZ","4BoRxUdrcgbbq1rxJvvhg9","adult standards, australian dance, disco, mellow gold, soft rock",0.637,0.329,10,-11.362,1,0.0272,0.613,2.36e-06,0.14,0.152,112.075,"classic_folk, electronic_dance, world_regional, pop, soul_funk, indie_alt, rock"
6,"1978-01-07","You Light Up My Life","Debby Boone",1,19,18,2,1,71,1978,1,1,"3dFR132gzO8jxD57R2gid3","1UkHCANZmdkKyVNvTLMrcJ","bubblegum pop",0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,"pop"
10,"1978-02-25","How Deep Is Your Love","Bee Gees",1,23,22,10,1,83,1978,2,8,"2JoZzpdeP2G6Csfdq5aLXP","1LZEQNv7sE11VDY3SdxQeN","disco, mellow gold, soft rock",0.633,0.357,5,-9.366,0,0.0264,0.105,0,0.133,0.674,104.938,"pop, soul_funk, electronic_dance, indie_alt, rock"
47,"1978-05-13","(Love Is) Thicker Than Water","Andy Gibb",1,28,27,35,1,89,1978,5,19,"5WdF8jm3hBNi1t9qlqdjsE","4YPqbAiLzBg5DIfsgQZ8QK","disco, mellow gold, soft rock",0.582,0.462,6,-9.882,0,0.0254,0.137,4.98e-05,0.0755,0.528,96.361,"pop, soul_funk, electronic_dance, indie_alt, rock"
71,"1978-05-27","Stayin' Alive","Bee Gees",1,25,24,40,1,71,1978,5,21,"3mRM4NM8iO7UBqrSigCQFH","1LZEQNv7sE11VDY3SdxQeN","disco, mellow gold, soft rock",0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,"pop, soul_funk, electronic_dance, indie_alt, rock"
72,"1978-06-17","If I Can't Have You","Yvonne Elliman",1,21,20,31,1,89,1978,6,24,"0QjPiq9Wka9I1b4uzWETYI","2d6JU9LvNhZR7AAtu4x2rS","disco",0.616,0.681,11,-10.773,1,0.0416,0.102,1.47e-06,0.296,0.811,109.454,"pop, soul_funk, electronic_dance"
56,"1978-07-01","With A Little Luck","Wings",1,15,14,26,1,70,1978,7,26,"0wLpW3AwfNicWHef8joJLb","3sFhA6G1N0gG1pszb6kk1m","album rock, art rock, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",0.652,0.372,6,-15.445,0,0.0321,0.0682,0.000199,0.0923,0.28,111.986,"rock, classic_folk, indie_alt, other"
99,"1978-07-29","Too Much, Too Little, Too Late","Johnny Mathis/Deniece Williams",1,18,17,72,1,99,1978,7,30,"23jNwwtRqBSujsMT41gODf","21LGsW7bziR4Ledx7WZ1Wf","adult standards, easy listening",0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,"classic_folk"
42,"1978-08-05","You're The One That I Want","John Travolta & Olivia Newton-John",1,19,18,44,1,65,1978,8,31,"0EvykocuR3aWthETr0OfFr","4hKkEHkaqCsyxNxXEsszVH","hollywood",0.533,0.787,0,-5.763,1,0.174,0.309,0.00202,0.166,0.841,213.893,"world_regional, other"
98,"1978-09-16","Shadow Dancing","Andy Gibb",1,23,22,67,1,98,1978,9,37,"3unwRUV5qbjMmH3NJtaODy","4YPqbAiLzBg5DIfsgQZ8QK","disco, mellow gold, soft rock",0.74,0.598,7,-9.658,0,0.0321,0.15,0,0.0664,0.952,101.933,"pop, soul_funk, electronic_dance, indie_alt, rock"
62,"1978-10-07","Grease","Frankie Valli",1,20,19,45,1,69,1978,10,40,"5Vrczz39CvlD3OGCa6utoA","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll",0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,"classic_folk, pop, rock"
1,"1978-10-28","Hot Child In The City","Nick Gilder",1,21,20,2,1,88,1978,10,43,"4F1DV1FrB68LNpmlvQs01N","2kzcxYyQIRbwtkwVtj48mG","classic canadian rock",0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59e-05,0.127,0.818,110.775,"rock, world_regional"
56,"1979-01-13","MacArthur Park","Donna Summer",1,19,18,38,1,85,1979,1,2,"42tYHqMxXxXHAAWqLaoOfQ","2eogQKWWoohI3BSnoG7E2U","disco, hi-nrg, new wave pop, soft rock",0.579,0.667,4,-12.361,0,0.04,0.0829,0.000605,0.0547,0.449,131.022,"pop, soul_funk, electronic_dance, rock"
1,"1979-01-27","Le Freak","Chic",1,14,13,1,1,82,1979,1,4,"7Kszjzps0xbQXyo1pO4KfE","3iDD7bnsjL9J4fO298r0L0","album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,"rock, indie_alt"
2,"1979-04-21","I Will Survive","Gloria Gaynor",1,19,18,2,1,87,1979,4,16,"7cv28LXcjAC3GsXbUvXKbX","6V6WCgi7waF55bJmylC4H5","disco, soft rock",0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,"pop, soul_funk, electronic_dance, rock"
100,"1979-06-23","Tragedy","Bee Gees",1,20,19,93,1,100,1979,6,25,"6UXXeFqMBGiqjkzQzkMT3E","1LZEQNv7sE11VDY3SdxQeN","disco, mellow gold, soft rock",0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,"pop, soul_funk, electronic_dance, indie_alt, rock"
63,"1979-06-30","Heart Of Glass","Blondie",1,20,19,49,1,84,1979,6,26,"4v2rkl1mC3zVAz0nXMx9r4","4tpUmLEVLCGFr93o8hFFIB","candy pop, new wave pop, permanent wave, power pop, rock, synthpop",0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047,0.0819,0.685,114.82,"pop, rock, soul_funk"
42,"1979-07-14","Reunited","Peaches & Herb",1,18,17,38,1,76,1979,7,28,"7wbPfd2mXbStoZZSnHNd2V","6qI4LTzMRpTxRzMZPvv2C6","classic soul, disco, funk, post-disco, quiet storm, soul",0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,"soul_funk, pop, electronic_dance, r&b_reggae"
43,"1979-08-25","Hot Stuff","Donna Summer",1,19,18,19,1,79,1979,8,34,"2zMJN9JvDlvGP4jB03l1Bz","2eogQKWWoohI3BSnoG7E2U","disco, hi-nrg, new wave pop, soft rock",0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,"pop, soul_funk, electronic_dance, rock"
95,"1979-09-15","Ring My Bell","Anita Ward",1,19,18,41,1,95,1979,9,37,"7GK2KVYH8FrTC9zehmjVMd","3Dd6jD1AApgtNoU6SJWR7P","disco",0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,"pop, soul_funk, electronic_dance"
1,"1979-10-06","Sad Eyes","Robert John",1,21,20,2,1,85,1979,10,40,"3w3rLh6wmne91BS2rwgcog","4FXvPjJz57tIo23OpzHlYC","modern blues rock, modern southern rock",0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,"rock, jazz_blues"
47,"1979-11-24","Don't Stop 'til You Get Enough","Michael Jackson",1,18,17,13,1,87,1979,11,47,"46eu3SBuFCXWsPT39Yg3tJ","3fMbdgg4jU18AjLCKBhRSm","r&b, soul",0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,"r&b_reggae, soul_funk"
96,"1979-12-22","Rise","Herb Alpert",1,22,21,55,1,96,1979,12,51,"1TsmHRIXvMTLP7Vu53XsUV","1PqdKx88nAgPolRy079lMl","jazz trumpet",0.814,0.453,10,-10.802,1,0.0412,0.134,0.834,0.0879,0.903,99.265,"jazz_blues"
100,"1980-01-19","Pop Muzik","M",1,24,23,59,1,100,1980,1,3,"25G8NNFBnjXgWCGtyPa1Ax","2pAWfrd7WFF3XhVt9GooDL","alternative hip hop, east coast hip hop, hip hop, instrumental hip hop, rap",0.912,0.673,2,-8.91,1,0.109,0.0995,0,0.103,0.123,120.157,"hip_hop_rap, indie_alt"
20,"1980-01-26","Please Don't Go","KC And The Sunshine Band",1,23,22,9,1,86,1980,1,4,"6dw6BquK0Mv72p6HpusqKN","3mQBpAOMWYqAZyxtyeo4Lo","disco, mellow gold, new wave pop, soft rock, soul",0.482,0.615,6,-11.093,1,0.0398,0.00888,1.78e-06,0.0431,0.437,96.307,"pop, soul_funk, electronic_dance, indie_alt, rock"
2,"1980-02-23","Do That To Me One More Time","Captain & Tennille",1,19,18,1,1,86,1980,2,8,"0m4jVVZrsv0bLkAr1uM6UG","7BEfMxbaqx6dOpbtlEqScm","mellow gold, soft rock, yacht rock",0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,"indie_alt, rock"
27,"1980-04-26","Crazy Little Thing Called Love","Queen",1,19,18,15,1,58,1980,4,17,"35ItUJlMtjOQW3SSiTCrrw","1dfeR4HaWDbWqFHLkxsg1d","classic rock, glam rock, rock",0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,"rock"
17,"1980-05-24","Another Brick In The Wall (Part II)","Pink Floyd",1,19,18,9,1,77,1980,5,21,"2S16WiAGUh3OUeDEjlugws","0k17h0D3J5VfsdmQ1iZtE9","album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",0.675,0.66,0,-9.332,1,0.0321,0.0361,0.0117,0.937,0.63,104.948,"rock"
33,"1980-07-12","Call Me","Blondie",1,22,21,26,1,80,1980,7,28,"7HKxTNVlkHsfMLhigmhC0I","4tpUmLEVLCGFr93o8hFFIB","candy pop, new wave pop, permanent wave, power pop, rock, synthpop",0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,"pop, rock, soul_funk"
59,"1980-08-09","Funkytown","Lipps, Inc.",1,20,19,45,1,89,1980,8,32,"5Q6GRDSFdRwE7H37dQop9u","0lwRI7lvmlRY5DiA5Xa6wQ","disco, minneapolis sound, synthpop",0.915,0.591,0,-8.865,1,0.0597,0.000468,0.833,0.0938,0.315,122.664,"pop, soul_funk, electronic_dance, rock"
82,"1980-09-06","Coming Up (Live At Glasgow)","Paul McCartney And Wings",1,20,19,47,1,82,1980,9,36,"68aBAtxbDkzipPpnBDUx6O","3sFhA6G1N0gG1pszb6kk1m","album rock, art rock, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",0.54,0.687,9,-11.161,1,0.0679,0.192,0.000886,0.603,0.678,137.155,"rock, classic_folk, indie_alt, other"
35,"1980-09-20","It's Still Rock And Roll To Me","Billy Joel",1,18,17,34,1,38,1980,9,38,"64UioB4Nmwgn2f4cbIpAkl","6zFYqv1mOsgBRQbae3JJ9e","album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,"rock, indie_alt, other"
83,"1980-10-18","Magic","Olivia Newton-John",1,22,21,71,1,83,1980,10,42,"56BSwBKWHYldQOgYLHiehs","4BoRxUdrcgbbq1rxJvvhg9","adult standards, australian dance, disco, mellow gold, soft rock",0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,"classic_folk, electronic_dance, world_regional, pop, soul_funk, indie_alt, rock"
100,"1980-11-01","Sailing","Christopher Cross",1,21,20,96,1,100,1980,11,44,"4ogaI0XfmAunA0LyjveMSF","695W5F2Ih8dYahLdjVOIoH","mellow gold, soft rock, yacht rock",0.48,0.191,9,-20.594,1,0.0341,0.643,0.000144,0.263,0.187,149.125,"indie_alt, rock"
10,"1980-11-08","Upside Down","Diana Ross",1,18,17,7,1,82,1980,11,45,"3pbtBomO4Zt5gGiqsYeiBH","3MdG05syQeRYPPcClLaUGl","adult standards, disco, motown, quiet storm, soft rock, soul",0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock"
54,"1981-01-31","Another One Bites The Dust","Queen",1,25,24,47,1,67,1981,1,5,"57JVGBtBLCfHw2muk5416J","1dfeR4HaWDbWqFHLkxsg1d","classic rock, glam rock, rock",0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,"rock"
97,"1981-03-21","Lady","Kenny Rogers",1,25,24,97,1,97,1981,3,12,"5Pj5zrq2nbKcAekH1AxbrO","4tw2Lmn9tTPUv7Gy7mVPI4","classic country pop, country, nashville sound",0.362,0.183,3,-16,0,0.0347,0.861,0.000234,0.0932,0.2,136.646,"pop, country, classic_folk"
17,"1981-03-28","Celebration","Kool & The Gang",1,23,22,13,1,87,1981,3,13,"3K7Q9PHUWPTaknlbFPThn2","3VNITwohbvU5Wuy5PC6dsI","disco, funk, motown, soft rock, soul",0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,"pop, soul_funk, electronic_dance, r&b_reggae, rock"
100,"1981-05-23","9 To 5","Dolly Parton",1,26,25,91,1,100,1981,5,21,"4w3tQBXhn5345eUXDGBWZG","32vWCbZh0xZ4o9gkz4PsEU","classic country pop, country, country dawn",0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,"pop, country"
95,"1981-05-30","Keep On Loving You","REO Speedwagon",1,27,26,64,1,95,1981,5,22,"4rcHWl68ai6KvpXlc8vbnE","55vs7NT1KxcFjbMC4y202E","album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",0.306,0.722,0,-5.963,1,0.034,0.0519,0,0.117,0.41,174.732,"rock, indie_alt"
64,"1981-06-13","Kiss On My List","Daryl Hall John Oates",1,21,20,31,1,69,1981,6,24,"7cDzJyC95jtGO9zAeZsWOg","77tT1kLj6mCWtFNqiOmP9H","album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,"rock, indie_alt, other"
93,"1981-07-04","Morning Train (Nine To Five)","Sheena Easton",1,21,20,86,1,93,1981,7,27,"1qvDt6W8oaTO9Q4pFNMFEm","5dcOK4stT4JDkP6Dqhbz5s","mellow gold, minneapolis sound, new romantic, new wave pop, soft rock",0.76,0.556,5,-8.872,0,0.0817,0.63,0,0.148,0.817,121.818,"indie_alt, rock, soul_funk, pop"
1,"1981-07-11","Bette Davis Eyes","Kim Carnes",1,16,15,1,1,80,1981,7,28,"0odIT9B9BvOCnXfS0e4lB5","5PN2aHIvLEM98XIorsPMhE","new romantic, new wave pop, soft rock",0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,"rock, pop"
15,"1981-09-26","Jessie's Girl","Rick Springfield",1,27,26,13,1,81,1981,9,39,"5RsUlxLto4NZbhJpqJbHfN","6IFXsrXBpwbIqtOUOiAa3p","album rock, australian rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new romantic, new wave pop, soft rock, yacht rock",0.727,0.834,2,-5.851,1,0.0496,0.165,0,0.105,0.816,131.7,"rock, world_regional, indie_alt, pop"
13,"1981-11-07","Endless Love","Diana Ross & Lionel Richie",1,18,17,5,1,54,1981,11,45,"0rt0dZ11FVsvprbarag5tk","3MdG05syQeRYPPcClLaUGl","adult standards, disco, motown, quiet storm, soft rock, soul",0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.126,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock"
75,"1982-01-16","Arthur's Theme (Best That You Can Do)","Christopher Cross",1,23,22,56,1,75,1982,1,3,"5fnOrhQ4KgT5irGCjIccGH","695W5F2Ih8dYahLdjVOIoH","mellow gold, soft rock, yacht rock",0.526,0.515,9,-11.169,1,0.0389,0.169,0.000816,0.181,0.518,136.543,"indie_alt, rock"
97,"1982-01-30","Private Eyes","Daryl Hall John Oates",1,23,22,67,1,97,1982,1,5,"5HQ639Z3ms3hnZx0KfWnkp","77tT1kLj6mCWtFNqiOmP9H","album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,"rock, indie_alt, other"
7,"1982-02-06","Physical","Olivia Newton-John",1,19,18,4,1,66,1982,2,6,"4gitetlGHZ9LfuJhwUhEhF","4BoRxUdrcgbbq1rxJvvhg9","adult standards, australian dance, disco, mellow gold, soft rock",0.84,0.728,4,-8.473,0,0.0436,0.127,0.00114,0.114,0.74,124.066,"classic_folk, electronic_dance, world_regional, pop, soul_funk, indie_alt, rock"
19,"1982-04-03","Centerfold","The J. Geils Band",1,22,21,7,1,70,1982,4,14,"1ynmMEK1fkyiZ6Z6F3ThEt","69Mj3u4FTUrpyeGNSIaU6F","album rock, classic rock, country rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,"rock, country, indie_alt, other"
1,"1982-05-01","I Love Rock 'N Roll","Joan Jett & the Blackhearts",1,13,12,1,1,63,1982,5,18,"2Cdvbe2G4hZsnhNMKyGrie","1Fmb52lZ6Jv7FMWXXTPO3K","glam punk, rock",0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,"rock"
1,"1982-05-08","Chariots Of Fire - Titles","Vangelis",1,22,21,2,1,94,1982,5,19,"36qn2bFfZzUwM6eIv2XOc9","4P70aqttdpJ9vuYFDmf7f6","cyberpunk, synthesizer",0.486,0.312,1,-16.772,1,0.0317,0.206,0.734,0.0854,0.11,135.988,"electronic_dance"
1,"1982-06-26","Ebony And Ivory","Paul McCartney And Stevie Wonder",1,12,11,1,1,29,1982,6,26,"6rbDUAZ8TsI0SXLx7w9Uoa","4STHEaNw4mPZ2tzheohgXB","classic rock, mellow gold, rock, soft rock",0.661,0.525,11,-10.939,1,0.0314,0.296,0,0.0445,0.766,80.685,"rock, indie_alt"
1,"1982-07-03","Don't You Want Me","The Human League",1,18,17,2,1,86,1982,7,27,"3L7RtEcu1Hw3OXrpnthngx","1aX2dmV8XoHYCOQRxjPESG","new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop",0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,"rock, pop, soul_funk"
2,"1982-09-18","Abracadabra","The Steve Miller Band",1,17,16,3,1,75,1982,9,38,"2E2ZVy2fxslpAUgbb4zu84","6QtGlUje9TIkLrgPZrESuk","album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",0.791,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,"rock, indie_alt, other"
93,"1982-11-20","Eye Of The Tiger","Survivor",1,25,24,75,1,93,1982,11,47,"2HHtWyy5CgaQbC7XSoOb0e","26bcq2nyj5GB7uRr558iQg","album rock, glam metal, hard rock, soft rock",0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,"rock"
21,"1982-11-27","Who Can It Be Now?","Men At Work",1,21,20,6,1,83,1982,11,48,"5rfJ2Bq2PEL8yBjZLzouEu","0f3EsoviYnRKTkmayI3cux","album rock, australian rock, classic rock, hard rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,"rock, world_regional, indie_alt, pop"
